listing_id;Details
300886;Fireplace, Terrace, Air conditioning, Swimming pool, Guest toilet, Garden, Built-in kitchen
300887;Fireplace, Terrace, Guest apartment, Swimming pool, Guest toilet, Garden, Built-in kitchen
300893;Fireplace, Terrace, Guest apartment, Mountain view, Swimming pool, Basement, Garden, Built-in kitchen
300894;Security system, Fireplace, Terrace, Guest apartment, Swimming pool, Basement, Patio, Tennis court, Guest toilet, Garden, Balcony, Built-in kitchen
300898;Fitted kitchenWell kept, Professional interior design, Refurbished.Close to amenities, Close to golf course, Close to the sea, Privacy, Residential area, Close to school.Double glazed.Furnished.Alarm system, Marble floors, Satellite TV, Barbeque.Cleaning with chlorine, Private pool.Natural garden.
300900;Furnished kitchenWell kept, Beautiful wood features.Family Orientated, Privacy, Walking distance restaurants & bars, Close to harbour.Air condition h/c, C/h oil.Shutters, Wooden, Double glazed.Partly furnished.Alarm system, Satellite TV, Wifi, Wooden floors, Barbeque, Water Tank.Swimming pool.Automatic irrigation system, Fruit trees.
301048;Library, Open Porch, Playground, Pool - Outdoor, Privacy Fence, Staff Quarters, Storage, Tennis court, Terrace/Outdoor Space, Country Club, Golf, Green Living, Outdoor Activities, Privacy, SIR Golf, Tennis, 5-10m. To golf course, 5-10m. To shops, adsl, air conditioning hot/cold, alarm system, bbq, children's area, close to schools, electric gates, fireplace, games room, garage, garden, ideal family home, independent apartment, Library, living room with fireplace, rustic style, swimming pool, Tennis court, tv room, various terraces, central heating, fountain, guest apartment, interior courtyard, oil central heating, quiet location, staff accommodations, storeroom, utility room, Property Condition: Ready to move in
301049;Property Condition: Ready to move in
301050;Terrace/Outdoor Space, Pool - Outdoor, Privacy, Outdoor Activities, walking distance to rest., 5-10m. To shops, air conditioning hot/cold, alarm system, bbq, built to high standards, city gas, close to schools, electric gates, excellent condition, fireplace, fountain, garage, good road access, guest apartment,  heated outdoor pool, ideal family home, intelligence system, installed music system, jacuzzi, lift, living room with fireplace, Mountain View, newly built, prestige fitted kitchen, quiet location, roof terrace, swimming pool, top quality, underfloor heating, walking distance to cafés, walking distance to centre, walking distance to shops, Property Condition: Ready to move in
301051;Open Porch, Partially Fenced, Pool - Outdoor, Privacy Fence, Security System, Sprinkler System, Staff Quarters, Storage, Terrace/Outdoor Space, SIR Farm&Ranch, Country Living, Historic/Antique, Property Condition: Ready to move in
301052;Mountain View, Open Porch, SIR Farm&Ranch, Privacy, Outdoor Activities, built to high standards, excellent condition, Property Condition: Ready to move in
301053;Mountain View, Outdoor Kitchen, Pool - Outdoor, Storage, Terrace/Outdoor Space, Water View, Outdoor Activities, Privacy, Water View, 5-10m. To shops, adsl, air conditioning hot/cold, bbq, built to high standards, central heating, double glazing, electric gates, excellent condition, fitted kitchen, garage, good road access, living room with fireplace, quiet location, sea views, swimming pool, utility room, various terraces, walking distance to cafés, walking distance to shops, walking distance to rest., jacuzzi, Property Condition: Ready to move in
301054;Pool - Outdoor, Storage, Terrace/Outdoor Space, Water View, Outdoor Activities, Water View, 5-10m. To shops, air conditioning hot/cold, built to high standards, double glazing, electric gates, excellent condition, fitted kitchen, garage, good road access, oil central heating, sea views, swimming pool, various terraces, Property Condition: Ready to move in
301057;Stables, Country Living, Outdoor Activities, SIR Farm&Ranch, ideal for country lovers, built to high standards, Property Condition: Ready to move in
301058;Privacy Fence, Pool - Outdoor, Mountain View, Outdoor Activities, Green Living, Country Living, SIR Farm&Ranch, top quality, swimming pool, renovated, quiet location, olive trees, Mountain View, ideal for country lovers, garden, excellent condition, built to high standards, Property Condition: Ready to move in
301060;Terrace/Outdoor Space, Pool - Outdoor, Open Porch, Mountain View, Wine Country, Privacy, Mountain, Cycling, Country Living, SIR Farm&Ranch, SIR Investment, excellent condition, good road access, Mountain View, Property Condition: Ready to move in
301180;Mountain view, Sea View, Private pool, TV room, Privacy, Close to schools, Child friendly, Fireplace, Good road access, Various terraces, Marble floors, Roof Terrace, Pine trees, Golf property, Private garden, AC hot/cold, Garage, Carport, Flat plot, Traditional style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 10 - 20 minutes drive to Palma
301181;Sea View, Private pool, Privacy, Fireplace, Various terraces, Marble floors, Private garden, Own water well↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, More than 30 minutes drive to Palma
301182;Private pool, Fireplace, Marble floors, Solar panels, Private garden, Underfloor heating, Air conditioning↵        ↵↵⇥⇥⇥⇥Distances
301185;Sea View, Private pool, Close to schools, Child friendly, Fireplace, Good road access, Various terraces, Marble floors, Wooden floors, New build, Private garden, Covered terraces, Open terraces, Central heating, AC hot/cold, Garage, Mint condition, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to restaurants, 10 - 20 minutes drive to airport
301216;Library, Pantry, Guest house.Kitchen with sitting areaExceptional quality.Next to green zone, Privacy, Relaxing countryside.Wooden, Double glazed.Furnished.Alarm video system, High ceilings, Marble floors, Private security system, Wine cellar, Wooden beams, Work shop, Central power supply, Barbeque, Water Tank.Cleaning with salt, Swimming pool.Automatic irrigation system, Level lawn, Old grown garden.
301249;living-dining room, 2 living rooms, dining room, 3 American kitchens, 8 bedrooms, 7 bathrooms (3 en suite), guest toilet, utility room, store room,open terraces, covered terraces, roof terrace, garden, automatic irrigation, swimming pool, carport, well/fountain,rural,sea views, panoramic views, garden views,ceramic tiles,PVC windows, double glazing,oil central heating, floor heating, air conditioning 3 fire places,fitted kitchen, telephone, security system, SAT-TV, electricity supply
301260;Security system, Fireplace, Terrace, Air conditioning, Swimming pool, Garden, Built-in kitchen
301261;Fireplace Accessible for wheelchairs Air conditioning Jacuzzi Basement Patio Sauna Guest toilet Built-in kitchen Sea/lake view Terrace Swimming pool Garden
301277;Terrace, Waterfront, Guest toilet, Garden, Sea/lake view, Built-in kitchen
301278;Fireplace, Terrace, Garden, Sea/lake view, Built-in kitchen
301279;Terrace, Waterfront, Garden, Sea/lake view, Built-in kitchen
301286;Mountain view, Sea View, Private pool, Good road access, Lift, Olive trees, Pine trees, New build, Private garden, Covered terraces, Open terraces, Central heating, Underfloor heating, Garage, Modern style, Air conditioning↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to city center, Can walk to restaurants, Can walk to shops, 20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
301313;Fireplace, Elevator, Terrace, Guest apartment, Mountain view, Air conditioning, Swimming pool, Basement, Sauna, Balcony
301321;Mountain view, Sea View, Private pool, Sauna, TV room, Bodega, Fireplace, Good road access, Various terraces, Marble floors, Roof Terrace, Lawn area, Private garden, Covered terraces, Open terraces, AC hot/cold, Garage, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 10 - 20 minutes drive to Palma
301330;Fireplace, Terrace, Air conditioning, Swimming pool, Patio, Garden, Built-in kitchen
301331;Terrace, Swimming pool, Basement, Guest toilet, Garden, Balcony, Built-in kitchen
301334;Basement, Cable/Satellite TV, Garden Use
301335;Cable/Satellite TV, Fireplace, Garden Use
301338;Mountain view, Sea View, Private pool, Tiled floors, Roof Terrace, New build, Open terraces, Underfloor heating, AC hot/cold, Parking, Modern style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to city center, Can walk to restaurants, Can walk to shops, 20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
301339;Mountain view, Sea View, Beach access, Indoor pool,  TV room, Close to schools, Good road access, Various terraces, Lift, Roof Terrace, Waterfront property, New build, Covered terraces, Open terraces, Garage, Modern style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to city center, Can walk to restaurants, Can walk to shops, 20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
301371;Fantastic country house with one of the best views you can find in Mallorca, situated on the outskirts of Deià, overlooking the sea, the mountains and the village, especially nice at night when the church is illuminated. The house is in perfect condition, with large terraces ideal to enjoy this magical place. Ideal for those looking for a unique place to enjoy the view, the peace and proximity to the charming village of Deiá (only 5 minutes), 15 minutes to Soller and 40 minutes to Palma.
301378;Air Condition, Close to beach, Close to golf course
301403;Fireplace, Security system, Accessible for wheelchairs, Jacuzzi, Air conditioning, Basement, Sauna, Built-in kitchen, Sea/lake view, Terrace, Elevator, Mountain view, Swimming pool,  Garden
301404;Air Condition, Basement, Cable/Satellite TV, Close to golf course, Frontline, Garden Use
301411;Mountain view, Sea View, Private pool, TV room, Privacy, Child friendly, Various terraces, Stone floors, Olive trees, Country estate, New build, Private garden, Covered terraces, Open terraces, Underfloor heating, AC hot/cold, Garage, Modern style, Mint condition, Citrus trees, Own water well↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, More than 30 minutes drive to Palma
301423;Fireplace Terrace Air conditioning Swimming pool Patio Guest toilet Garden Sea/lake view Built-in kitchen
301424;Air Condition, Cable/Satellite TV, Fireplace
301431;Mountain view, Private pool, Privacy, Child friendly, Guest apartment, Good road access, Various terraces, Tiled floors, Lawn area, Private garden, Central heating, AC hot/cold, Needs refurbishment, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, 20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
301440;Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Fireplace, Garden Use
301455;5-10 minutes to Golf Course, Conveniently Situated for Golf, En suite bathroom, Fireplace, Garden, Living room with fireplace, Mountain View, Prestigious Area, Private pool, Private Terrace
301461;Security system, Fireplace, Terrace, Guest apartment, Mountain view, Air conditioning, Swimming pool, Freight Elevator, Guest toilet, Balcony, Sea/lake view, Built-in kitchen
301464;Fireplace Terrace Swimming pool Garden Sea/lake view Built-in kitchen
301486;Mountain View, Pool - Outdoor, Security System, Storage, Wine Cellar/Grotto, Outdoor Activities, Privacy, SIR Farm&Ranch, Country Living, adsl, air conditioning hot/cold, alarm system, central heating, double glazing, fireplace, garage, ideal for country lovers, jacuzzi, rustic style, tiles floor, underfloor heating, various terraces, wine cellar, Property Condition: Ready to move in
301494;Fireplace, Laundry room, Sauna, Solarium
301520;Terrace, Air conditioning, Swimming pool, Garden
301521;Sea/lake view
301522;Fireplace, Terrace, Garden, Sea/lake view, Built-in kitchen
301523;Fireplace, Elevator, Terrace, Waterfront, Air conditioning, Swimming pool, Freight Elevator, Patio, Guest toilet, Sea/lake view, Built-in kitchen
301531;Air Conditioning, Fireplace, Garden, Guest Apartment, Jacuzzi, Security System, Swimming Pool
301535;Terrace Mountain view Jacuzzi Air conditioning Swimming pool Basement Sauna  Guest toilet Garden Built-in kitchen
301538;Fireplace, Terrace, Swimming pool, Sauna, Garden, Built-in kitchen
301539;Fireplace Terrace Guest apartment Mountain view Swimming pool Basement Patio Garden Sea/lake view
301540;Fireplace, Elevator, Terrace, Accessible for wheelchairs, Guest apartment, Jacuzzi, Air conditioning, Swimming pool, Patio, Sauna, Guest toilet, Built-in kitchen
301564;Air conditioning, Swimming pool, Guest toilet, Sea/lake view
301566;Brand new, Contemporary, Fireplace, Fully furnished, High Quality, Hot/cold air-condition, Lift, Mountain views, Panoramic views, Private parking, Sea views, Storage, Swimming pool, Underfloor heating
301575;5-10 minutes to shops, Central Heating, Charming Property, Climalit windows, Country, Dressing Room, En suite bathroom, Exclusive Development, Fenced Plot, Floor Heating, Full of Character, Ideal Family Home, Ideal for Country Lovers, Living room with fireplace
301576;Beautiful townhouse. near the main square, ideal to enjoy the town center with its restaurants and bars. This is one of the oldest houses in the village, a beautiful stone facade, a large garden with pool and garden. Ideal for families because of its size and location. The house is in good condition but with some refurbishment could be turned into a fantastic property.
301580;Terrace, Mountain view, Air conditioning, Swimming pool, Basement, Guest toilet, Garden, Built-in kitchen
301581;Terrace, Swimming pool, Guest toilet, Garden, Sea/lake view, Built-in kitchen
301583;Air Condition, Cable/Satellite TV, Passenger Elevator
301614;Air Conditioning Hot/Cold, Alarm System, Aluminium Carpentry, Barbecue House, Completely Equipped Kitchen, Conveniently Situated for Golf, Covered Terrace, Dining Room with Fireplace, Double Glazing, Easy Renting, Electric Central Heating, En suite bathroom, Fenced Plot, Fireplace, Fitted Wardrobes, Good Rental Potential, Guest House, Ideal for Country Lovers, Landscaped Gardens, Luxury Fittings, One Level, Prestigious Area, Private pool, Private Terrace, Quality Residence, Quiet Location, Rustic Style, Satellite TV, Spacious Accommodation, Swimming Pool, Terracotta
301616;Air Conditioning, Basement, Fireplace, Garden, Parquet Floor, Sea Views, Stone Floors, Swimming Pool, Underfloor Heating
301636;Fireplace, Terrace, Air conditioning, Swimming pool, Guest toilet, Garden, Sea/lake view
303003;Fireplace, Terrace, Mountain view, Air conditioning, Swimming pool, Lake view, Garden, Sea/lake view, Built-in kitchen
303007;Terrace, Swimming pool, Guest toilet, Garden, Built-in kitchen
303035;Guest apartment.Furnished kitchenWell kept, Reform recommended, Beautiful wood features.Close to the sea, Family Orientated, Privacy.Shutters, Wooden.Partly furnished.Phone, Terracotta floors, Central power supply, Water Tank.Swimming pool.
303046;Guest house, Guest apartment.Kitchenette, Furnished kitchen, Fitted kitchenExceptional quality, Mint.Privacy, Relaxing countryside.Air condition h/c, Electric heating, Central Heating.Partly furnished.Alarm system, High ceilings, Terracotta floors, Well, Wooden beams, Barbeque. room, Private pool.Automatic irrigation system, Fruit trees, Old grown garden.
303054;Guest apartment.Fitted kitchenWell kept, Reform recommended, Resale.Close to amenities, Close to golf course, Close to the sea, Direct sea access, Family Orientated, Frontline to sea, Privacy.Aluminium, PVC, Double glazed.Partly furnished.Lift.Heated private pool, Private pool, Swimming pool.Automatic irrigation system, Old grown garden, Private garden.
303066;Terrace, Swimming pool, Garden
303068;Security system, Terrace, Air conditioning, Swimming pool, Guest toilet, Garden, Built-in kitchen, Senior oriented
303089;Mountain view, Private pool, Wellness, Privacy, Child friendly, Bodega, Good road access, Various terraces, Stone floors, Wooden floors, Mature garden, Olive trees, Pine trees, Private garden, Covered terraces, Open terraces, BBQ, Central heating, AC hot/cold, Garage, Mint condition, Almond trees, Summer kitchen, Air conditioning, Osmosis, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to city center, Can walk to restaurants, Can walk to shops, More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
303092;Air Conditioning Hot/Cold, Alarm System, Central Heating
304518;Furnished kitchenUnder construction.Close to amenities, Close to golf course, Gated community, Next to green zone, Residential area, Close to harbour, Close to school.Aluminium, Double glazed.Unfurnished.Wooden floors.Cleaning with ozone.Level lawn.
304536;Mountain view, Sea View, Private pool, Jacuzzi, Sauna, Wellness,  TV room, Privacy, Guest apartment, Fireplace, Good road access, Various terraces, Wooden floors, Roof Terrace, Pine trees, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, Central heating, AC hot/cold, Garage, Mint condition, Summer kitchen, Security service↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
306306;Security system, Fireplace, Terrace, Guest apartment, Air conditioning, Swimming pool, Freight Elevator, Patio, Sauna, Guest toilet, Garden, Built-in kitchen
306309;Terrace, Waterfront, Garden, Sea/lake view
306380;Security system, Fireplace, Elevator, Terrace, Jacuzzi, Air conditioning, Swimming pool, Basement, Sauna, Lake view, Guest toilet, Garden, Built-in kitchen
306392;Mountain view, Sea View, Private pool, Privacy, Library, Fireplace, Good road access, Various terraces, Stone floors, Private garden, Covered terraces, Open terraces, BBQ, Central heating, Underfloor heating, AC hot/cold, Parking, Mint condition, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma↵        ↵↵⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥Commission↵⇥⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥⇥⇥The commission of 1.8 months of the base rent plus the VAT will have to be paid, as per usual in Spain, by the tenant.
306487;Excellent Condition, Full of Character, Gas Central Heating, Green Zones, Lounge Dining Area, Pool, Porch, Quiet Location
306490;Security System, Terrace/Outdoor Space, Privacy, Historic/Antique, SIR Investment, wooden beams, roof terrace, 5-10m. To shops, alarm system, good road access, patio, various terraces, walking distance to cafés, walking distance to centre, walking distance to rest., walking distance to shops, Property Condition: To refurbish
306503;Mountain view, Private pool, Wooden floors, Tiled floors, BBQ, Central heating, AC hot/cold, Garage, Modern style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, More than 30 minutes drive to Palma
311361;Spectacular modern villa with stunning sea views and to the Bay of Palma in Genova. Plot of 590 m2, built area 360 m2, 3 bedrooms, 3 bathrooms, kitchen, 3 lounges, dining room, garden, pool, various terraces, garage.
311367;Charming Property, Country, Covered Terrace, Dining Area, Electricity, En suite bathroom, En suite shower room, Fireplace, Fitted Kitchen, Full of Character, Garden, Garden and Pool View, Heating, Ideal for Country Lovers, Living room with fireplace, Mountain View, Near amenities, Parking, Picturesque Garden, Private pool, Private Terrace, Quiet Location, Sunny terraces, Water
311376;Mountain view, Sea View, Private pool, Sauna, Close to schools, Staff apartment, Fireplace, Good road access, Lift, Marble floors, Investment property, Open terraces, Underfloor heating, AC hot/cold, Parking, Modern style, Mint condition↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma↵        ↵↵⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥Commission↵⇥⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥⇥⇥The commission of 1.8 months of the base rent plus the VAT will have to be paid, as per usual in Spain, by the tenant.
311399;Terrace Air conditioning Swimming pool Garden Sea/lake view Built-in kitchen
311402;Air Condition, Cable/Satellite TV, Close to beach, Close to golf course, Fireplace, Garden Use, Sea View
311418;Mountain view, Sea View, Horse facilities, Various terraces, Olive trees, Pine trees, Private garden, Open terraces↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
311490;Water↵                                  Alarm↵                                  Fitted Wardrobes↵                                  Balcony↵                                  Central Heating↵                                  Heating↵                                  Pantry↵                                  Open-plan area↵                                  Double Garage↵                                  Gas↵                                  Garden↵                                  Laundry↵                                  Phone Line↵                                  Bright↵                                  Light↵                                  Built-in light↵                                  Reinforced door↵                                  Automatic irrigation↵                                  Smoke extraction↵                                  Satellite TV↵                                  Basement↵                                  T.V↵                                  Terrace↵                                  All Exterior↵                                  Storage room↵                                  Trees↵                                  Coast↵                                  Golf↵                                  Urbanization↵                                  Fenced↵                                  Sea↵                                  Clear views↵                                  Home appliances
311496;Water, Fitted Wardrobes, Barbecue, Heating and cooling system, Safe, Heating, Fireplace, Pantry, Open-plan area, Garage, Double Garage, Gas, Garden, Laundry, Phone Line, Bright, Light, Built-in light, Parking lot, Private Pool, Reinforced door, Automatic irrigation, Smoke extraction, Satellite TV, Solarium, T.V, Terrace, All Exterior, Trees, Mountain, Rural, Urbanization, Fenced
311582;Adapted for disabled people, Water, Central air conditioning, Alarm, Fitted Wardrobes, Elevator, Central Heating, Heating, Fireplace, Water Tank, Pantry, Open-plan area, Corner, Galery, Garage, Double Garage, Laundry, Phone Line, Bright, Light, Viewpoint, Built-in light, Patio, Private Pool, Reinforced door, Automatic Door, Automatic irrigation, Smoke extraction, Satellite TV, Basement, Solarium, T.V, Terrace, All Exterior, Storage room, Video intercom, Trees, Coast, Mountain, Urbanization, Sea, Clear views, Home appliances
311739;Adapted for disabled people, Water, Central air conditioning, Air conditioning, Alarm, Separate apartments, Fitted Wardrobes, Barbecue, Heating and cooling system, Safe, Central Heating, Heating, Fireplace, Water Tank, Softener, Pantry, Open-plan area, Garage, Double Garage, Playroom, Whirlpool, Garden, Laundry, Phone Line, Bright, Light, Parking lot, Private Pool, Reinforced door, Automatic irrigation, Smoke extraction, Satellite TV, Solarium, T.V, Terrace, All Exterior, Storage room, Trees, Mountain, Fenced, Clear views
312174;Fireplace Guest apartment Waterfront Swimming pool Patio Guest toilet Sea/lake view Built-in kitchen
313817;Mountain view, Lake view
314859;Security system, Fireplace, Terrace, Guest apartment, Mountain view, Air conditioning, Garden, Balcony, Built-in kitchen, Senior oriented
314871;Historic/Antique, SIR Investment, walking distance to shops, walking distance to centre, walking distance to cafés, quiet location, patio, 5-10m. To shops, Property Condition: To refurbish
314872;Water View, Storage, Security System, Privacy Fence, Pool - Outdoor, Open Porch, Ocean Front, SIR Waterfront, walking distance to cafés, walking distance to beach, swimming pool, quiet location, good road access, garden, garage, frontline sea, excellent condition, air conditioning hot/cold, access to beach, Property Condition: Ready to move in
314874;Storage, Security System, Privacy Fence, Pool - Outdoor, Outdoor Kitchen, Open Porch, Mountain View, Mountain, Golf, utility room, swimming pool, quiet location, Mountain View, mature garden, marble floors, living room with fireplace, ideal family home, good road access, garden, garage, fitted kitchen, fireplace, dining room with fireplace, central heating, bbq, alarm system, air conditioning hot/cold, 5-10m. To golf course, Property Condition: Ready to move in
314897;Mountain view, Private pool, Privacy, Fireplace, Good road access, Stone floors, Roof Terrace, Investment property, Lawn area, Private garden, Covered terraces, Open terraces, Central heating, Underfloor heating, AC hot/cold, Garage, Modern style, Under construction↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to restaurants, Can walk to shops, 10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
315165;Library, Pool - Outdoor, Security System, Storage, Terrace/Outdoor Space, Water View, Bay/Beach Club, Golf, Green Living, Ocean/Beach, Outdoor Activities, Privacy, SIR Golf, Water View, Yacht Club, 5-10m. To golf course, adsl, air conditioning hot/cold, alarm system, fireplace, games room, garage, garden, good road access, ideal family home, jacuzzi, Library, Mountain View, quiet location, roof terrace, sea views, swimming pool, tv room, various terraces, Property Condition: Ready to move in
315792;Fireplace, Mountain view, Patio
315794;Barbecue, Cable TV, Completely Equipped Kitchen, Garden, Garden and Pool View, Parking, Pool, Wooden Beams
315798;Barbecue, Central Heating, Garden
316029;Terrace Air conditioning Basement Guest toilet Garden Sea/lake view Built-in kitchen
316036;Terrace/Outdoor Space, Storage, Staff Quarters, Sprinkler System, Privacy Fence, Pool - Outdoor, Mountain View, Library, Privacy, Country Living, SIR Farm&Ranch, wine cellar, swimming pool, storeroom, stone floors, staff accommodations, satellite tv, rustic style, renovated, quiet location, olive trees, ideal for country lovers, guest apartment, garden apartment, garage, almond trees, aromatic plants, 5-10m. To golf course, Property Condition: Ready to move in
316043;storeroom, bathtube, Balkon/Terrasse Südost, shower, electric heating, Fußbodenheizung, Luft/Wasser-Wärmepumpe, separate WC, daylight bathroom, partial cellar
316047;Sea View, Golf course view, Private pool, Indoor pool, Jacuzzi, Sauna, Wellness,  Home cinema, Privacy, Close to schools, Various terraces, Covered terraces, Open terraces, Garage, Under construction↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to restaurants, 10 - 20 minutes drive to airport
316143;Pool - Outdoor, Security System, Spa/Hot Tub, Privacy, underfloor heating, top quality, swimming pool, solar heating system, sea views, satellite tv, living room with fireplace, lift, laundry room, jacuzzi, good road access, garage, fireplace, excellent condition, double glazing, built to high standards, air conditioning hot/cold, adsl, Property Condition: Ready to move in
316145;Storage, Terrace/Outdoor Space, Historic/Antique, 5-10m. To golf course, 5-10m. To shops, close to schools, fireplace, fountain, garden, good road access, interior courtyard, living room with fireplace, walking distance to beach, walking distance to cafés, walking distance to centre, walking distance to rest., walking distance to shops, Property Condition: To refurbish
316178;Fitted kitchenExceptional quality.Close to the sea, Residential area, Walking distance restaurants & bars, Walking distance shopping area, Close to harbour.Central Heating.Unfurnished.Central power supply, Central water supply.Private garden.
316197;Security system, Fireplace, Terrace, Air conditioning, Swimming pool, Basement, Guest toilet, Garden, Balcony, Sea/lake view, Built-in kitchen
316203;Air Condition, Fireplace
316206;Pool - Outdoor, Open Porch, New Development, SIR Farm&Ranch, Cycling, Country Living, 5-10m. To golf course, air conditioning hot/cold, almond trees, aromatic plants, central heating, ideal for country lovers, swimming pool, tiles floor, 5-10m. To shops, Property Condition: Ready to move in
316361;Fireplace, Security system, Air conditioning, Basement, Guest toilet, Built-in kitchen, Sea/lake view, Terrace, Mountain view, Swimming pool,  Tennis court, Garden, Senior oriented
316362;Fireplace, Security system, Guest apartment, Jacuzzi, Air conditioning, Basement, Sauna, Guest toilet, Built-in kitchen, Sea/lake view, Terrace, Elevator, Waterfront, Swimming pool,  Garden
316365;Terrace Air conditioning Sauna Guest toilet Garden Sea/lake view Built-in kitchen
316468;bathtube, Balkon/Terrasse Süd, shower, Einbauküche, electric heating, garage, use of garden, gas heating, fireplace, swimming pool , central heating
316472;Mountain view, Private pool, Privacy, Close to schools, Child friendly, Stone floors, Roof Terrace, Investment property, New build, Private garden, Covered terraces, Open terraces, Underfloor heating, AC hot/cold, Garage, Parking, Modern style, Under construction↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
316475;Mountain view, Sea View, Private pool, TV room, Privacy, Child friendly, Tennis court, Fireplace, Interior patio, Various terraces, Tiled floors, Roof Terrace, Mature garden, Olive trees, Country estate, Private garden, Covered terraces, Open terraces, Central heating, Garage, Carport, Almond trees, Citrus trees, Air conditioning, Own water well, Flat plot, Traditional style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
316550;New designer villa of a German project developer with sea views in Santa Ponsa. Just a few minutes to the famous Port Adriano marina, exceptional design and large terraces, two swimming pools, large underground car park and possibility of roof terrace with Jacuzzi.
316554;Library, Pool - Indoor, Pool - Outdoor, Security System, Sprinkler System, Staff Quarters, Steam Room, Storage, Terrace/Outdoor Space, Water View, Wine Cellar/Grotto, Water View, SIR Gated Community, Outdoor Activities, laundry room, lift, good road access, garden, garage, electric gates, double glazing, built to high standards, air conditioning hot/cold, 5-10m. To shops, oil underfloor heating, quiet location, sea views, staff accommodations, swimming pool, stone floors, top quality, utility room, wine cellar, heated indoor pool, Property Condition: Ready to move in
316556;Mountain View, Stables, Historic/Antique, SIR Farm&Ranch, Property Condition: To refurbish
316557;Ocean Front, Open Porch, Terrace/Outdoor Space, Waterfront, Historic/Antique, SIR Investment, wooden beams, 5-10m. To golf course, 5-10m. To shops, dining room with fireplace, roof terrace, walking distance to beach, walking distance to cafés, various terraces, walking distance to centre, walking distance to rest., walking distance to shops, wine cellar, Property Condition: To refurbish
316558;Terrace/Outdoor Space, Tennis court, Storage, Staff Quarters, Stables, Sprinkler System, Security System, Privacy Fence, Pool - Outdoor, Open Porch, Mountain View, Media Room/Home Theater, Library, SIR Farm&Ranch, Tennis, Country Living, Green Living, Historic/Antique, tv room, Tennis court, swimming pool, stone floors, staff accommodations, rustic style, renovated, quiet location, mature garden, irrigation, independent apartment, fitted kitchen, fireplace, excellent condition, electric gates, double glazing, central heating, built to high standards, almond trees, aromatic plants, alarm system, air conditioning hot/cold, adsl, Property Condition: Ready to move in
316559;Water View, Mountain View, Resort, SIR Investment, Property Condition: Ready to move in
316563;Mountain View, Water View, Golf, Water View, SIR Golf, top quality, sea views, lift, fitted kitchen, built to high standards, 5-10m. To golf course, Property Condition: Ready to move in
316564;Security System, Pool - Outdoor, Terrace/Outdoor Space, Water View, Mountain, Water View, home cinema, Property Condition: Ready to move in
