listing_id	old_price	new_price	change_date	Details
379859	2250000	1995000	2016-11-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379860	1900000	1850000	2016-11-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379860	1850000	1750000	2017-03-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379866	2250000	1975000	2016-11-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379870	2200000	2655000	2017-01-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379874	2200000	2500000	2017-04-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379881	2180000	3000000	2016-10-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379897	2015000	1900000	2016-08-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379897	1900000	2015000	2017-01-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379897	2015000	1900000	2017-01-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379911	1950000	2200000	2017-04-25	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379930	1800000	1950000	2017-03-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379934	1780000	1600000	2017-01-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379945	1750000	1480000	2017-04-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379952	950000	1400000	2017-03-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379958	1050000	1125000	2017-02-16	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379970	1100000	1175000	2017-02-16	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379987	1650000	1675000	2016-12-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
379994	1350000	1450000	2017-02-16	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380011	1390000	1280000	2017-04-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380022	1500000	1050000	2017-07-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380031	850000	1250000	2017-06-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380033	1700000	1900000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380037	1370000	1276000	2016-11-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380085	2350000	2650000	2017-06-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380094	1475000	1600000	2016-10-25	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380095	2500000	3500000	2017-07-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380105	1100000	1200000	2017-08-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380138	3500000	3750000	2016-12-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380140	1350000	1450000	2016-12-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380141	1260000	1100000	2017-02-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380143	3950000	2950000	2017-01-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380148	4500000	4250000	2017-06-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380165	1400000	1199000	2017-04-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380196	1750000	1690000	2016-08-17	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380204	1850000	1750000	2016-11-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380217	1195000	1410000	2017-04-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380225	1150000	1250000	2017-08-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380234	2350000	2950000	2016-12-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380239	1100000	1175000	2016-12-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380247	1050000	1125000	2016-12-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380250	2850000	3250000	2017-01-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380259	995000	1150000	2016-12-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380269	4000000	4250000	2016-08-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380336	2120000	1500000	2016-11-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380428	680000	1395000	2017-06-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380510	520000	1200000	2017-07-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380641	3500000	3800000	2016-10-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380851	1835000	2000000	2016-08-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
380872	8000000	6000000	2017-02-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
381171	1830000	1490000	2017-05-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
381224	1600000	2200000	2016-09-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
381286	1200000	1350000	2016-08-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382165	4500000	3500000	2016-10-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382165	3500000	3100000	2017-02-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382236	2000000	2500000	2016-10-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382236	2500000	2000000	2016-10-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382327	2495000	1800000	2017-01-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382453	1650000	1950000	2017-01-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382541	2200000	2700000	2017-03-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382718	1860000	1690000	2017-05-31	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382750	3900000	3500000	2016-12-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382778	3500000	2800000	2017-06-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382827	1850000	1500000	2016-09-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382827	1500000	1200000	2017-07-01	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382852	1890000	1998000	2017-03-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382852	1998000	1800000	2017-06-13	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382913	2500000	2900000	2016-10-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382941	6100000	5145000	2016-08-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382943	3500000	3100000	2016-09-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382964	1380000	1100000	2017-05-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382970	996000	1196000	2017-07-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
382973	3000000	3500000	2016-10-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383003	1100000	1250000	2017-07-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383272	2650000	2200000	2017-03-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383411	3300000	2995000	2016-09-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383421	1750000	1650000	2016-10-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383421	1650000	1700000	2017-02-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383431	3200000	2995000	2016-10-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383448	2680000	2850000	2017-06-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383460	4950000	5950000	2016-12-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383463	1690000	1490000	2017-04-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383480	1800000	1200000	2017-01-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383494	2900000	2600000	2017-01-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383495	3200000	2800000	2016-08-06	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383514	5900000	3900000	2016-08-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383514	3900000	4100000	2016-08-25	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383521	3350000	2850000	2017-05-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383525	1750000	1480000	2016-12-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383529	2195000	1985000	2016-09-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383531	1600000	1800000	2016-08-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383568	2150000	1975000	2016-08-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383568	1975000	1995000	2017-07-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383578	2900000	2590000	2016-11-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383592	3200000	3800000	2017-03-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383593	1290000	1390000	2017-07-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383609	2500000	2200000	2016-09-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383619	3400000	2950000	2017-04-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383639	5900000	3900000	2017-02-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383655	2680000	2850000	2017-06-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383656	1400000	1300000	2016-09-16	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383686	2500000	1950000	2016-08-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383690	5900000	5500000	2017-06-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383722	1695000	1595000	2017-06-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383748	1550000	1290000	2016-12-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
383811	2450000	1975000	2017-01-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384011	3950000	4150000	2016-11-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384045	5250000	4995000	2017-02-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384130	3500000	3750000	2017-04-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384172	2000000	1800000	2016-09-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384197	750000	1100000	2016-12-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384252	2000000	2500000	2016-10-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384576	955000	950000	2017-01-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384591	995000	900000	2016-08-06	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384597	1050000	1200000	2017-07-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384599	1050000	1524999	2016-12-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384604	1150000	1250000	2017-08-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384614	1250000	1150000	2016-09-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384620	1300000	1050000	2017-01-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384625	1350000	1170000	2016-10-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384642	1500000	1800000	2016-09-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384642	1800000	1500000	2017-02-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
384642	1500000	1795000	2017-05-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
